datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
12.7916666666667	3.5750524	0	-4.4700073	0	3.9118593	196.5	0
12.8333333333333	3.5201279	0	-5.8599915	0	3.6191174	196.5	0
12.875	3.4876928	0	-7.2599854	0	3.3260805	205.22	0
12.9166666666667	3.0044301	0	-7.3500122	0	3.3152521	205.22	0
12.9583333333333	2.6401705	0	-7.4299988	0	3.3042758	205.22	0
13	2.4286004	0	-7.5199951	0	3.2934561	248.66	0
13.0416666666667	2.3236179	0	-7.130011	0	3.4186187	248.66	0
13.0833333333333	2.6337045	0	-6.7500061	0	3.5436026	248.66	0
13.125	3.2568236	0	-6.3599915	0	3.6684144	260.95001	0
13.1666666666667	3.4956687	0	-6.1799988	0	3.6906532	260.95001	0
13.2083333333333	3.826552	0	-6.0000061	0	3.7128508	260.95001	0
13.25	4.2201896	0	-5.8100037	0	3.7350105	290.67001	0
13.2916666666667	3.9422074	0	-4.5700134	0	4.1016909	290.67001	3.315e-07
13.3333333333333	4.0918089	0	-3.3400024	46.110001	4.4678465	290.67001	1.7827e-06
13.375	4.6347601	0	-2.1000122	91.252998	4.8331346	300.09	7.463e-07
13.4166666666667	4.074273	0	-1.7999939	137.938	4.8944189	300.09	3.804e-07
13.4583333333333	4.8075464	0	-1.5000061	176.34	4.9555688	300.09	0
13.5	6.4148733	0	-1.1999878	193.59599	5.0167379	281.95001	0
13.5416666666667	6.7312555	0	-1.8500122	178.45399	4.7441743	281.95001	0
13.5833333333333	7.2056229	0	-2.5099854	151.828	4.4709501	281.95001	0
13.625	7.8024868	0	-3.1600098	97.664001	4.1973849	275.82001	0
13.6666666666667	8.1674965	0	-3.8200134	42.369999	3.9994095	275.82001	0
13.7083333333333	8.5840843	0	-4.4799866	0	3.800829	275.82001	3.987e-07
13.75	9.037815	0	-5.1399902	0	3.601958	273.60001	0
13.7916666666667	9.2196421	0	-5.8299927	0	3.3848182	273.60001	0
13.8333333333333	9.6120807	0	-6.5300049	0	3.1671902	273.60001	0
13.875	10.190829	0	-7.2200073	0	2.9487763	265.07001	3.804e-07
13.9166666666667	9.6210187	0	-7.8200134	0	2.8131754	265.07001	0
13.9583333333333	9.0652084	0	-8.4100098	0	2.6772943	265.07001	0
14	8.5013233	0	-9.0099854	0	2.5411291	241.59	0
14.0416666666667	7.2436797	0	-9.5600037	0	2.4567793	241.59	0
14.0833333333333	6.008411	0	-10.109991	0	2.3722508	241.59	0
14.125	4.7952059	0	-10.66001	0	2.287545	193.05	0
14.1666666666667	4.6520748	0	-11.769995	0	2.1377847	193.05	0
14.2083333333333	4.5100997	0	-12.880011	0	1.9880059	193.05	0
14.25	4.3987727	0	-13.989996	0	1.8380637	160.21001	0
14.2916666666667	4.190871	0	-14.16001	0	1.8007444	160.21001	0
14.3333333333333	3.9914533	0	-14.329993	67.621002	1.7633057	160.21001	0
14.375	3.7783065	0	-14.500006	215.709	1.726061	164.88	0
14.4166666666667	3.695795	0	-13.250006	325.55301	1.8959873	164.88	0
14.4583333333333	3.6314185	0	-12.000006	416.07501	2.0662164	164.88	0
14.5	3.5861539	0	-10.750006	462.02499	2.2364202	166.25999	0
14.5416666666667	3.3902361	0	-10.690009	426.27301	2.2555408	166.25999	0
14.5833333333333	3.7607712	0	-10.630011	363.34	2.2747658	166.25999	0
14.625	4.5650191	0	-10.570013	243.519	2.2937822	165.64999	0
14.6666666666667	4.2789835	0	-12.310004	107.48	2.0671877	165.64999	0
14.7083333333333	4.0349102	0	-14.049994	0	1.8403832	165.64	0
14.75	3.8333407	0	-15.780005	0	1.6134144	225.24001	0
14.7916666666667	4.6538588	0	-14.790015	0	1.7489391	225.24001	0
14.8333333333333	5.6147752	0	-13.790015	0	1.8838806	225.24001	0
14.875	6.6570638	0	-12.799994	0	2.0182212	254.10001	0
